"signature","type","channel","fraction"
"CN10","3-4","3-4:LOH:10Mb-40Mb",0.0475480895245191
"CN10","3-4","3-4:LOH:>40Mb",0.0131982798680172
"CN10","5-8","5-8:LOH:0-100kb",0.0026039099739609
"CN10","5-8","5-8:LOH:100kb-1Mb",0.0220780897792191
"CN10","5-8","5-8:LOH:1Mb-10Mb",0.0202234497977655
"CN10","5-8","5-8:LOH:10Mb-40Mb",0.0067966499320335
"CN10","5-8","5-8:LOH:>40Mb",0.0001728899982711
"CN10","9+","9+:LOH:0-100kb",0.0001853099981469
"CN10","9+","9+:LOH:100kb-1Mb",0.002996599970034
"CN10","9+","9+:LOH:1Mb-10Mb",0.0036502199634978
"CN10","9+","9+:LOH:10Mb-40Mb",0.0004455799955442
"CN10","9+","9+:LOH:>40Mb",8.99999991e-08
"CN10","2","2:het:0-100kb",0.0021392599786074
"CN10","2","2:het:100kb-1Mb",0.0046028299539717
"CN10","2","2:het:1Mb-10Mb",0.000692899993071
"CN10","2","2:het:10Mb-40Mb",0.0007836199921638
"CN10","2","2:het:>40Mb",5.99999994e-08
"CN10","3-4","3-4:het:0-100kb",0.0055708399442916
"CN10","3-4","3-4:het:100kb-1Mb",0.0417762195822378
"CN10","3-4","3-4:het:1Mb-10Mb",0.0869563591304364
"CN10","3-4","3-4:het:10Mb-40Mb",0.0675799493242005
"CN10","3-4","3-4:het:>40Mb",9.9999999e-09
"CN10","5-8","5-8:het:0-100kb",0.0059620799403792
"CN10","5-8","5-8:het:100kb-1Mb",0.0400566595994334
"CN10","5-8","5-8:het:1Mb-10Mb",0.0121090798789092
"CN10","5-8","5-8:het:10Mb-40Mb",0.0018386599816134
"CN10","5-8","5-8:het:>40Mb",0
"CN10","9+","9+:het:0-100kb",0.0004710299952897
"CN10","9+","9+:het:100kb-1Mb",0.000251199997488
"CN10","9+","9+:het:1Mb-10Mb",9.9999999e-09
"CN10","9+","9+:het:10Mb-40Mb",0.0001215299987847
"CN10","9+","9+:het:>40Mb",0.0003077699969223
"CN11","0","0:homdel:0-100kb",0.0016137400161374
"CN11","0","0:homdel:100kb-1Mb",0.005902700059027
"CN11","0","0:homdel:>1Mb",0.0031308100313081
"CN11","1","1:LOH:0-100kb",0.002754300027543
"CN11","1","1:LOH:100kb-1Mb",0.006231700062317
"CN11","1","1:LOH:1Mb-10Mb",0.0177507101775071
"CN11","1","1:LOH:10Mb-40Mb",0.0018415400184154
"CN11","1","1:LOH:>40Mb",5.75400005754e-05
"CN11","2","2:LOH:0-100kb",0.0014890100148901
"CN11","2","2:LOH:100kb-1Mb",0.0169449601694496
"CN11","2","2:LOH:1Mb-10Mb",0.043920200439202
"CN11","2","2:LOH:10Mb-40Mb",0.0246761402467614
"CN11","2","2:LOH:>40Mb",0.0112114901121149
"CN11","3-4","3-4:LOH:0-100kb",0.0015820900158209
"CN11","3-4","3-4:LOH:100kb-1Mb",0.048241900482419
"CN11","3-4","3-4:LOH:1Mb-10Mb",0.156264721562647
"CN11","3-4","3-4:LOH:10Mb-40Mb",0.0552741605527416
"CN11","3-4","3-4:LOH:>40Mb",0.0350921803509218
"CN11","5-8","5-8:LOH:0-100kb",0.0050122300501223
"CN11","5-8","5-8:LOH:100kb-1Mb",0.0421743204217432
"CN11","5-8","5-8:LOH:1Mb-10Mb",0.0735717907357179
"CN11","5-8","5-8:LOH:10Mb-40Mb",0.0153266301532663
"CN11","5-8","5-8:LOH:>40Mb",0.0034732300347323
"CN11","9+","9+:LOH:0-100kb",0.0006201300062013
"CN11","9+","9+:LOH:100kb-1Mb",0.0116008801160088
"CN11","9+","9+:LOH:1Mb-10Mb",0.0222486402224864
"CN11","9+","9+:LOH:10Mb-40Mb",0.0025288500252885
"CN11","9+","9+:LOH:>40Mb",0.0014878800148788
"CN11","2","2:het:0-100kb",0
"CN11","2","2:het:100kb-1Mb",1.00000001e-08
"CN11","2","2:het:1Mb-10Mb",0
"CN11","2","2:het:10Mb-40Mb",3.9300000393e-06
"CN11","2","2:het:>40Mb",8.00000008e-08
"CN11","3-4","3-4:het:0-100kb",0.0004222900042229
"CN11","3-4","3-4:het:100kb-1Mb",6.500000065e-06
"CN11","3-4","3-4:het:1Mb-10Mb",0.0176333501763335
"CN11","3-4","3-4:het:10Mb-40Mb",0.0076133700761337
"CN11","3-4","3-4:het:>40Mb",6.20300006203e-05
"CN11","5-8","5-8:het:0-100kb",2.94500002945e-05
"CN11","5-8","5-8:het:100kb-1Mb",0.043802700438027
"CN11","5-8","5-8:het:1Mb-10Mb",0.185368841853688
"CN11","5-8","5-8:het:10Mb-40Mb",0.057285500572855
"CN11","5-8","5-8:het:>40Mb",0.0164953901649539
"CN11","9+","9+:het:0-100kb",1.00000001e-08
"CN11","9+","9+:het:100kb-1Mb",8.1300000813e-06
"CN11","9+","9+:het:1Mb-10Mb",0.0527943205279432
"CN11","9+","9+:het:10Mb-40Mb",0.0060575200605752
"CN11","9+","9+:het:>40Mb",0.000392100003921
"CN12","0","0:homdel:0-100kb",0.0230933802309338
"CN12","0","0:homdel:100kb-1Mb",0.0527247705272477
"CN12","0","0:homdel:>1Mb",0.006866100068661
"CN12","1","1:LOH:0-100kb",0.0218235402182354
"CN12","1","1:LOH:100kb-1Mb",0.0659770106597701
"CN12","1","1:LOH:1Mb-10Mb",0.0042345500423455
"CN12","1","1:LOH:10Mb-40Mb",4.03300004033e-05
"CN12","1","1:LOH:>40Mb",4.6400000464e-06
"CN12","2","2:LOH:0-100kb",0.0059069600590696
"CN12","2","2:LOH:100kb-1Mb",0.0809364808093648
"CN12","2","2:LOH:1Mb-10Mb",0.13267104132671
"CN12","2","2:LOH:10Mb-40Mb",0.176727891767279
"CN12","2","2:LOH:>40Mb",0.136224511362245
"CN12","3-4","3-4:LOH:0-100kb",0.0093025300930253
"CN12","3-4","3-4:LOH:100kb-1Mb",0.0307185203071852
"CN12","3-4","3-4:LOH:1Mb-10Mb",0.0400522704005227
"CN12","3-4","3-4:LOH:10Mb-40Mb",0.0260601802606018
"CN12","3-4","3-4:LOH:>40Mb",0.0165901501659015
"CN12","5-8","5-8:LOH:0-100kb",0.0057828600578286
"CN12","5-8","5-8:LOH:100kb-1Mb",0.0020866600208666
"CN12","5-8","5-8:LOH:1Mb-10Mb",0.0032283800322838
"CN12","5-8","5-8:LOH:10Mb-40Mb",0.0016361700163617
"CN12","5-8","5-8:LOH:>40Mb",0.0011001600110016
"CN12","9+","9+:LOH:0-100kb",0.0004868800048688
"CN12","9+","9+:LOH:100kb-1Mb",0.0001118800011188
"CN12","9+","9+:LOH:1Mb-10Mb",0.0001201900012019
"CN12","9+","9+:LOH:10Mb-40Mb",6.13900006139e-05
"CN12","9+","9+:LOH:>40Mb",1.64700001647e-05
"CN12","2","2:het:0-100kb",0.0006844800068448
"CN12","2","2:het:100kb-1Mb",0.0031313300313133
"CN12","2","2:het:1Mb-10Mb",0.0041048200410482
"CN12","2","2:het:10Mb-40Mb",0.001078200010782
"CN12","2","2:het:>40Mb",4.300000043e-07
"CN12","3-4","3-4:het:0-100kb",0.0049500000495
"CN12","3-4","3-4:het:100kb-1Mb",0.0093699100936991
"CN12","3-4","3-4:het:1Mb-10Mb",0.0181212601812126
"CN12","3-4","3-4:het:10Mb-40Mb",0.100679891006799
"CN12","3-4","3-4:het:>40Mb",0.0009036500090365
"CN12","5-8","5-8:het:0-100kb",0.0004479400044794
"CN12","5-8","5-8:het:100kb-1Mb",0.0078349700783497
"CN12","5-8","5-8:het:1Mb-10Mb",0.0015635100156351
"CN12","5-8","5-8:het:10Mb-40Mb",0.0013127900131279
"CN12","5-8","5-8:het:>40Mb",0.0006967100069671
"CN12","9+","9+:het:0-100kb",2.48400002484e-05
"CN12","9+","9+:het:100kb-1Mb",0.0001816600018166
"CN12","9+","9+:het:1Mb-10Mb",0.0001602700016027
"CN12","9+","9+:het:10Mb-40Mb",0.0001319300013193
"CN12","9+","9+:het:>40Mb",3.55100003551e-05
"CN13","0","0:homdel:0-100kb",0.00224368
"CN13","0","0:homdel:100kb-1Mb",0.03467842
"CN13","0","0:homdel:>1Mb",0.01814564
"CN13","1","1:LOH:0-100kb",0.00284705
"CN13","1","1:LOH:100kb-1Mb",0.02886982
"CN13","1","1:LOH:1Mb-10Mb",0.12860718
"CN13","1","1:LOH:10Mb-40Mb",0.1541978
"CN13","1","1:LOH:>40Mb",0.21568204
"CN13","2","2:LOH:0-100kb",5.691e-05
"CN13","2","2:LOH:100kb-1Mb",0.02909678
"CN13","2","2:LOH:1Mb-10Mb",0.03957572
"CN13","2","2:LOH:10Mb-40Mb",0.01185966
"CN13","2","2:LOH:>40Mb",8.495e-05
"CN13","3-4","3-4:LOH:0-100kb",0.00057156
"CN13","3-4","3-4:LOH:100kb-1Mb",0.00817896
"CN13","3-4","3-4:LOH:1Mb-10Mb",0.01705423
"CN13","3-4","3-4:LOH:10Mb-40Mb",0.00759605
"CN13","3-4","3-4:LOH:>40Mb",0.00381337
"CN13","5-8","5-8:LOH:0-100kb",0.00294361
"CN13","5-8","5-8:LOH:100kb-1Mb",0.00123595
"CN13","5-8","5-8:LOH:1Mb-10Mb",0.0061044
"CN13","5-8","5-8:LOH:10Mb-40Mb",0.00077852
"CN13","5-8","5-8:LOH:>40Mb",0.00162804
"CN13","9+","9+:LOH:0-100kb",4.453e-05
"CN13","9+","9+:LOH:100kb-1Mb",0.00344403
"CN13","9+","9+:LOH:1Mb-10Mb",0.00163639
"CN13","9+","9+:LOH:10Mb-40Mb",6.1e-07
"CN13","9+","9+:LOH:>40Mb",0.00013687
"CN13","2","2:het:0-100kb",0.00242738
"CN13","2","2:het:100kb-1Mb",0.00710641
"CN13","2","2:het:1Mb-10Mb",0.06241927
"CN13","2","2:het:10Mb-40Mb",0.06807839
"CN13","2","2:het:>40Mb",0.06958505
"CN13","3-4","3-4:het:0-100kb",0.00027983
"CN13","3-4","3-4:het:100kb-1Mb",0.01942203
"CN13","3-4","3-4:het:1Mb-10Mb",0.02082491
"CN13","3-4","3-4:het:10Mb-40Mb",0.01275603
"CN13","3-4","3-4:het:>40Mb",0.00958487
"CN13","5-8","5-8:het:0-100kb",0.00098094
"CN13","5-8","5-8:het:100kb-1Mb",0.00090333
"CN13","5-8","5-8:het:1Mb-10Mb",5.8e-07
"CN13","5-8","5-8:het:10Mb-40Mb",0.00020304
"CN13","5-8","5-8:het:>40Mb",6.823e-05
"CN13","9+","9+:het:0-100kb",0.00089424
"CN13","9+","9+:het:100kb-1Mb",0.00050042
"CN13","9+","9+:het:1Mb-10Mb",0.0027117
"CN13","9+","9+:het:10Mb-40Mb",4.286e-05
"CN13","9+","9+:het:>40Mb",9.771e-05
"CN14","0","0:homdel:0-100kb",0.0121477
"CN14","0","0:homdel:100kb-1Mb",0.03389276
"CN14","0","0:homdel:>1Mb",4.4e-07
"CN14","1","1:LOH:0-100kb",0.00129939
"CN14","1","1:LOH:100kb-1Mb",0.01293743
"CN14","1","1:LOH:1Mb-10Mb",2.022e-05
"CN14","1","1:LOH:10Mb-40Mb",1.4e-07
"CN14","1","1:LOH:>40Mb",1.87e-06
"CN14","2","2:LOH:0-100kb",0.00762253
"CN14","2","2:LOH:100kb-1Mb",0.00707926
"CN14","2","2:LOH:1Mb-10Mb",0.02585003
"CN14","2","2:LOH:10Mb-40Mb",0.09336807
"CN14","2","2:LOH:>40Mb",0.55221235
"CN14","3-4","3-4:LOH:0-100kb",0.00141835
"CN14","3-4","3-4:LOH:100kb-1Mb",0.00688559
"CN14","3-4","3-4:LOH:1Mb-10Mb",0.00687404
"CN14","3-4","3-4:LOH:10Mb-40Mb",0.00128688
"CN14","3-4","3-4:LOH:>40Mb",7.351e-05
"CN14","5-8","5-8:LOH:0-100kb",0.00316274
"CN14","5-8","5-8:LOH:100kb-1Mb",6.47e-06
"CN14","5-8","5-8:LOH:1Mb-10Mb",2.3e-07
"CN14","5-8","5-8:LOH:10Mb-40Mb",8.96e-06
"CN14","5-8","5-8:LOH:>40Mb",0.00572642
"CN14","9+","9+:LOH:0-100kb",1.46e-06
"CN14","9+","9+:LOH:100kb-1Mb",8.5e-07
"CN14","9+","9+:LOH:1Mb-10Mb",1.099e-05
"CN14","9+","9+:LOH:10Mb-40Mb",1.59e-06
"CN14","9+","9+:LOH:>40Mb",1.23e-06
"CN14","2","2:het:0-100kb",0.00144658
"CN14","2","2:het:100kb-1Mb",0.0003872
"CN14","2","2:het:1Mb-10Mb",0.00011283
"CN14","2","2:het:10Mb-40Mb",1.03e-06
"CN14","2","2:het:>40Mb",2.46e-06
"CN14","3-4","3-4:het:0-100kb",0.00058958
"CN14","3-4","3-4:het:100kb-1Mb",0.00815141
"CN14","3-4","3-4:het:1Mb-10Mb",0.01439058
"CN14","3-4","3-4:het:10Mb-40Mb",0.03273598
"CN14","3-4","3-4:het:>40Mb",0.16670478
"CN14","5-8","5-8:het:0-100kb",0.0014848
"CN14","5-8","5-8:het:100kb-1Mb",0.00011311
"CN14","5-8","5-8:het:1Mb-10Mb",3.2e-07
"CN14","5-8","5-8:het:10Mb-40Mb",0.00011361
"CN14","5-8","5-8:het:>40Mb",0.00174446
"CN14","9+","9+:het:0-100kb",8.2e-07
"CN14","9+","9+:het:100kb-1Mb",0.00012566
"CN14","9+","9+:het:1Mb-10Mb",9.5e-07
"CN14","9+","9+:het:10Mb-40Mb",1.06e-06
"CN14","9+","9+:het:>40Mb",1.27e-06
"CN15","0","0:homdel:0-100kb",0.0067438
"CN15","0","0:homdel:100kb-1Mb",0.02652628
"CN15","0","0:homdel:>1Mb",0.00524487
"CN15","1","1:LOH:0-100kb",0.00763888
"CN15","1","1:LOH:100kb-1Mb",0.00252662
"CN15","1","1:LOH:1Mb-10Mb",1e-07
"CN15","1","1:LOH:10Mb-40Mb",4.4e-07
"CN15","1","1:LOH:>40Mb",0.0003073
"CN15","2","2:LOH:0-100kb",0.00228469
"CN15","2","2:LOH:100kb-1Mb",0.0215107
"CN15","2","2:LOH:1Mb-10Mb",0.0088679
"CN15","2","2:LOH:10Mb-40Mb",0.00201416
"CN15","2","2:LOH:>40Mb",3.3e-07
"CN15","3-4","3-4:LOH:0-100kb",0.00197133
"CN15","3-4","3-4:LOH:100kb-1Mb",0.01163685
"CN15","3-4","3-4:LOH:1Mb-10Mb",0.04837325
"CN15","3-4","3-4:LOH:10Mb-40Mb",0.16721937
"CN15","3-4","3-4:LOH:>40Mb",0.37328855
"CN15","5-8","5-8:LOH:0-100kb",0.00348453
"CN15","5-8","5-8:LOH:100kb-1Mb",0.01942632
"CN15","5-8","5-8:LOH:1Mb-10Mb",0.02016289
"CN15","5-8","5-8:LOH:10Mb-40Mb",0.01347168
"CN15","5-8","5-8:LOH:>40Mb",0.06422257
"CN15","9+","9+:LOH:0-100kb",0.00300605
"CN15","9+","9+:LOH:100kb-1Mb",0.00785032
"CN15","9+","9+:LOH:1Mb-10Mb",0.00480835
"CN15","9+","9+:LOH:10Mb-40Mb",0.00234481
"CN15","9+","9+:LOH:>40Mb",0.00380205
"CN15","2","2:het:0-100kb",1.035e-05
"CN15","2","2:het:100kb-1Mb",6.6e-05
"CN15","2","2:het:1Mb-10Mb",1.17e-06
"CN15","2","2:het:10Mb-40Mb",0.00020074
"CN15","2","2:het:>40Mb",6.456e-05
"CN15","3-4","3-4:het:0-100kb",8.096e-05
"CN15","3-4","3-4:het:100kb-1Mb",5.51e-06
"CN15","3-4","3-4:het:1Mb-10Mb",3.818e-05
"CN15","3-4","3-4:het:10Mb-40Mb",0.00189743
"CN15","3-4","3-4:het:>40Mb",0.00450937
"CN15","5-8","5-8:het:0-100kb",0.00286475
"CN15","5-8","5-8:het:100kb-1Mb",0.00878768
"CN15","5-8","5-8:het:1Mb-10Mb",0.00632529
"CN15","5-8","5-8:het:10Mb-40Mb",0.0281915
"CN15","5-8","5-8:het:>40Mb",0.07821007
"CN15","9+","9+:het:0-100kb",0.01505965
"CN15","9+","9+:het:100kb-1Mb",0.00017234
"CN15","9+","9+:het:1Mb-10Mb",0.00554372
"CN15","9+","9+:het:10Mb-40Mb",0.01155315
"CN15","9+","9+:het:>40Mb",0.00768259
"CN16","0","0:homdel:0-100kb",0.0036673
"CN16","0","0:homdel:100kb-1Mb",0.00109281
"CN16","0","0:homdel:>1Mb",0.04053983
"CN16","1","1:LOH:0-100kb",0.00142666
"CN16","1","1:LOH:100kb-1Mb",0.00580905
"CN16","1","1:LOH:1Mb-10Mb",0.00343106
"CN16","1","1:LOH:10Mb-40Mb",0.00204512
"CN16","1","1:LOH:>40Mb",0.00064424
"CN16","2","2:LOH:0-100kb",0.00067984
"CN16","2","2:LOH:100kb-1Mb",0.01758306
"CN16","2","2:LOH:1Mb-10Mb",0.01162738
"CN16","2","2:LOH:10Mb-40Mb",0.00291477
"CN16","2","2:LOH:>40Mb",0.00170498
"CN16","3-4","3-4:LOH:0-100kb",0.00093853
"CN16","3-4","3-4:LOH:100kb-1Mb",0.02159759
"CN16","3-4","3-4:LOH:1Mb-10Mb",0.043701
"CN16","3-4","3-4:LOH:10Mb-40Mb",0.0329184
"CN16","3-4","3-4:LOH:>40Mb",0.19071235
"CN16","5-8","5-8:LOH:0-100kb",0.0034784
"CN16","5-8","5-8:LOH:100kb-1Mb",0.00980644
"CN16","5-8","5-8:LOH:1Mb-10Mb",0.01073875
"CN16","5-8","5-8:LOH:10Mb-40Mb",0.00622641
"CN16","5-8","5-8:LOH:>40Mb",0.01067078
"CN16","9+","9+:LOH:0-100kb",0.00384194
"CN16","9+","9+:LOH:100kb-1Mb",0.0047163
"CN16","9+","9+:LOH:1Mb-10Mb",2.35e-06
"CN16","9+","9+:LOH:10Mb-40Mb",2.35e-06
"CN16","9+","9+:LOH:>40Mb",0.00333085
"CN16","2","2:het:0-100kb",0.00266672
"CN16","2","2:het:100kb-1Mb",0.00197375
"CN16","2","2:het:1Mb-10Mb",0.00185384
"CN16","2","2:het:10Mb-40Mb",0.00136271
"CN16","2","2:het:>40Mb",7.5e-07
"CN16","3-4","3-4:het:0-100kb",0.00179605
"CN16","3-4","3-4:het:100kb-1Mb",0.02323495
"CN16","3-4","3-4:het:1Mb-10Mb",0.01723295
"CN16","3-4","3-4:het:10Mb-40Mb",0.00618312
"CN16","3-4","3-4:het:>40Mb",0.00048235
"CN16","5-8","5-8:het:0-100kb",0.01032126
"CN16","5-8","5-8:het:100kb-1Mb",0.04438502
"CN16","5-8","5-8:het:1Mb-10Mb",0.08961901
"CN16","5-8","5-8:het:10Mb-40Mb",0.08336645
"CN16","5-8","5-8:het:>40Mb",0.25307107
"CN16","9+","9+:het:0-100kb",0.00338768
"CN16","9+","9+:het:100kb-1Mb",0.0033166
"CN16","9+","9+:het:1Mb-10Mb",0.00998959
"CN16","9+","9+:het:10Mb-40Mb",0.00316669
"CN16","9+","9+:het:>40Mb",0.0067409
"CN17","0","0:homdel:0-100kb",0.0013666799863332
"CN17","0","0:homdel:100kb-1Mb",0.0014312299856877
"CN17","0","0:homdel:>1Mb",0.001453299985467
"CN17","1","1:LOH:0-100kb",0.0021142699788573
"CN17","1","1:LOH:100kb-1Mb",0.0050720499492795
"CN17","1","1:LOH:1Mb-10Mb",0.018688399813116
"CN17","1","1:LOH:10Mb-40Mb",0.0055029499449705
"CN17","1","1:LOH:>40Mb",1.3399999866e-06
"CN17","2","2:LOH:0-100kb",0.0005589299944107
"CN17","2","2:LOH:100kb-1Mb",0.0006226899937731
"CN17","2","2:LOH:1Mb-10Mb",0.0844423291555767
"CN17","2","2:LOH:10Mb-40Mb",0.0884832791151672
"CN17","2","2:LOH:>40Mb",0.007503799924962
"CN17","3-4","3-4:LOH:0-100kb",0.0026739499732605
"CN17","3-4","3-4:LOH:100kb-1Mb",0.0237552697624473
"CN17","3-4","3-4:LOH:1Mb-10Mb",0.0946273090537269
"CN17","3-4","3-4:LOH:10Mb-40Mb",0.0518361494816385
"CN17","3-4","3-4:LOH:>40Mb",0.0022431099775689
"CN17","5-8","5-8:LOH:0-100kb",0.0012855399871446
"CN17","5-8","5-8:LOH:100kb-1Mb",0.0072657899273421
"CN17","5-8","5-8:LOH:1Mb-10Mb",0.0183600498163995
"CN17","5-8","5-8:LOH:10Mb-40Mb",0.0050294699497053
"CN17","5-8","5-8:LOH:>40Mb",1.2899999871e-06
"CN17","9+","9+:LOH:0-100kb",0.0001246799987532
"CN17","9+","9+:LOH:100kb-1Mb",5.30199994698e-05
"CN17","9+","9+:LOH:1Mb-10Mb",1.36899998631e-05
"CN17","9+","9+:LOH:10Mb-40Mb",5.29199994708e-05
"CN17","9+","9+:LOH:>40Mb",2.899999971e-07
"CN17","2","2:het:0-100kb",0.0003860799961392
"CN17","2","2:het:100kb-1Mb",0.000188799998112
"CN17","2","2:het:1Mb-10Mb",0.0008738399912616
"CN17","2","2:het:10Mb-40Mb",0.0006178899938211
"CN17","2","2:het:>40Mb",0
"CN17","3-4","3-4:het:0-100kb",0.0001591699984083
"CN17","3-4","3-4:het:100kb-1Mb",0.0018804299811957
"CN17","3-4","3-4:het:1Mb-10Mb",0.185038198149618
"CN17","3-4","3-4:het:10Mb-40Mb",0.188270228117298
"CN17","3-4","3-4:het:>40Mb",0.00053599999464
"CN17","5-8","5-8:het:0-100kb",0.0004962099950379
"CN17","5-8","5-8:het:100kb-1Mb",0.012403599875964
"CN17","5-8","5-8:het:1Mb-10Mb",0.12902795870972
"CN17","5-8","5-8:het:10Mb-40Mb",0.0551666294483337
"CN17","5-8","5-8:het:>40Mb",9.9999999e-09
"CN17","9+","9+:het:0-100kb",5.39099994609e-05
"CN17","9+","9+:het:100kb-1Mb",7.48599992514e-05
"CN17","9+","9+:het:1Mb-10Mb",0.0001389899986101
"CN17","9+","9+:het:10Mb-40Mb",0.0001234099987659
"CN17","9+","9+:het:>40Mb",9.9999999e-09
"CN18","0","0:homdel:0-100kb",0.00110894
"CN18","0","0:homdel:100kb-1Mb",0.00303045
"CN18","0","0:homdel:>1Mb",0.0007584
"CN18","1","1:LOH:0-100kb",0.0015556
"CN18","1","1:LOH:100kb-1Mb",0.00141876
"CN18","1","1:LOH:1Mb-10Mb",0.00028103
"CN18","1","1:LOH:10Mb-40Mb",8e-08
"CN18","1","1:LOH:>40Mb",1.65e-06
"CN18","2","2:LOH:0-100kb",0.00273632
"CN18","2","2:LOH:100kb-1Mb",0.0065518
"CN18","2","2:LOH:1Mb-10Mb",0.00018517
"CN18","2","2:LOH:10Mb-40Mb",0.00015695
"CN18","2","2:LOH:>40Mb",7.257e-05
"CN18","3-4","3-4:LOH:0-100kb",0.00226406
"CN18","3-4","3-4:LOH:100kb-1Mb",0.01402709
"CN18","3-4","3-4:LOH:1Mb-10Mb",0.05963823
"CN18","3-4","3-4:LOH:10Mb-40Mb",0.07185141
"CN18","3-4","3-4:LOH:>40Mb",0.05059881
"CN18","5-8","5-8:LOH:0-100kb",0.00482129
"CN18","5-8","5-8:LOH:100kb-1Mb",0.02136849
"CN18","5-8","5-8:LOH:1Mb-10Mb",0.04681185
"CN18","5-8","5-8:LOH:10Mb-40Mb",0.02208834
"CN18","5-8","5-8:LOH:>40Mb",0.00536994
"CN18","9+","9+:LOH:0-100kb",0.00241473
"CN18","9+","9+:LOH:100kb-1Mb",0.01211638
"CN18","9+","9+:LOH:1Mb-10Mb",0.01534961
"CN18","9+","9+:LOH:10Mb-40Mb",0.0009794
"CN18","9+","9+:LOH:>40Mb",7.7e-07
"CN18","2","2:het:0-100kb",0.00029759
"CN18","2","2:het:100kb-1Mb",3.02e-05
"CN18","2","2:het:1Mb-10Mb",1.1e-07
"CN18","2","2:het:10Mb-40Mb",3.4e-07
"CN18","2","2:het:>40Mb",3.2e-07
"CN18","3-4","3-4:het:0-100kb",0.00117086
"CN18","3-4","3-4:het:100kb-1Mb",0.0120089
"CN18","3-4","3-4:het:1Mb-10Mb",0
"CN18","3-4","3-4:het:10Mb-40Mb",0.00227849
"CN18","3-4","3-4:het:>40Mb",0.02652536
"CN18","5-8","5-8:het:0-100kb",0.00230818
"CN18","5-8","5-8:het:100kb-1Mb",0.02222437
"CN18","5-8","5-8:het:1Mb-10Mb",0.14409608
"CN18","5-8","5-8:het:10Mb-40Mb",0.18136026
"CN18","5-8","5-8:het:>40Mb",0.09531375
"CN18","9+","9+:het:0-100kb",0.0093412
"CN18","9+","9+:het:100kb-1Mb",0.05049958
"CN18","9+","9+:het:1Mb-10Mb",0.08409049
"CN18","9+","9+:het:10Mb-40Mb",0.01848061
"CN18","9+","9+:het:>40Mb",0.00241512
"CN19","0","0:homdel:0-100kb",0.0059147200591472
"CN19","0","0:homdel:100kb-1Mb",0.0067739800677398
"CN19","0","0:homdel:>1Mb",0.004110500041105
"CN19","1","1:LOH:0-100kb",0.0104156901041569
"CN19","1","1:LOH:100kb-1Mb",0.0642937506429375
"CN19","1","1:LOH:1Mb-10Mb",0.0377706203777062
"CN19","1","1:LOH:10Mb-40Mb",0.0210537802105378
"CN19","1","1:LOH:>40Mb",0.0017409700174097
"CN19","2","2:LOH:0-100kb",0.0056633400566334
"CN19","2","2:LOH:100kb-1Mb",0.0548964405489644
"CN19","2","2:LOH:1Mb-10Mb",0.117067141170671
"CN19","2","2:LOH:10Mb-40Mb",0.0418877204188772
"CN19","2","2:LOH:>40Mb",0.0338987903389879
"CN19","3-4","3-4:LOH:0-100kb",0.0138826401388264
"CN19","3-4","3-4:LOH:100kb-1Mb",0.0125857201258572
"CN19","3-4","3-4:LOH:1Mb-10Mb",0.0011079300110793
"CN19","3-4","3-4:LOH:10Mb-40Mb",0.0027804700278047
"CN19","3-4","3-4:LOH:>40Mb",0.0042111700421117
"CN19","5-8","5-8:LOH:0-100kb",2.58700002587e-05
"CN19","5-8","5-8:LOH:100kb-1Mb",8.1400000814e-06
"CN19","5-8","5-8:LOH:1Mb-10Mb",1.57800001578e-05
"CN19","5-8","5-8:LOH:10Mb-40Mb",0.0006887600068876
"CN19","5-8","5-8:LOH:>40Mb",0.0001204100012041
"CN19","9+","9+:LOH:0-100kb",0.0010716800107168
"CN19","9+","9+:LOH:100kb-1Mb",0.0011782600117826
"CN19","9+","9+:LOH:1Mb-10Mb",1.600000016e-07
"CN19","9+","9+:LOH:10Mb-40Mb",1.600000016e-07
"CN19","9+","9+:LOH:>40Mb",4.66200004662e-05
"CN19","2","2:het:0-100kb",0.003118100031181
"CN19","2","2:het:100kb-1Mb",0.031228300312283
"CN19","2","2:het:1Mb-10Mb",0.016426600164266
"CN19","2","2:het:10Mb-40Mb",0.0045268700452687
"CN19","2","2:het:>40Mb",4.600000046e-07
"CN19","3-4","3-4:het:0-100kb",0.0170104601701046
"CN19","3-4","3-4:het:100kb-1Mb",0.205701382057014
"CN19","3-4","3-4:het:1Mb-10Mb",0.122306121223061
"CN19","3-4","3-4:het:10Mb-40Mb",0.0759359507593595
"CN19","3-4","3-4:het:>40Mb",0.0025608400256084
"CN19","5-8","5-8:het:0-100kb",0.0018513300185133
"CN19","5-8","5-8:het:100kb-1Mb",0.0278089602780896
"CN19","5-8","5-8:het:1Mb-10Mb",0.0216142602161426
"CN19","5-8","5-8:het:10Mb-40Mb",0.0034469600344696
"CN19","5-8","5-8:het:>40Mb",2.300000023e-07
"CN19","9+","9+:het:0-100kb",0.0050395600503956
"CN19","9+","9+:het:100kb-1Mb",0.0048479700484797
"CN19","9+","9+:het:1Mb-10Mb",0.0133215801332158
"CN19","9+","9+:het:10Mb-40Mb",1.56300001563e-05
"CN19","9+","9+:het:>40Mb",2.72200002722e-05
"CN20","0","0:homdel:0-100kb",4.078e-05
"CN20","0","0:homdel:100kb-1Mb",0.00017845
"CN20","0","0:homdel:>1Mb",0.00011722
"CN20","1","1:LOH:0-100kb",0.00050182
"CN20","1","1:LOH:100kb-1Mb",0.00081924
